序号,接口表名,数据类别,id,biz_unique_id,app_group_id,app_group_name,top_group_code,achievement_code,achievement_provider,achievement_desc,achievement_type,apply_industry,served_scene,online_time,create_time,update_time,del_status,favorited,来源接口
530,DATA_INNOVATION,创新成果-数据创新成果,91,176,32,API产品,DATA,房产税征收信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数纳税人识别号、企业名称、入库金额（区间）、税种名称，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-21 09:31:30,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
531,DATA_INNOVATION,创新成果-数据创新成果,92,175,32,API产品,DATA,环境保护税征收信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数纳税人识别号、企业名称、入库金额（区间）、税种名称，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-21 09:28:39,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
532,DATA_INNOVATION,创新成果-数据创新成果,93,174,32,API产品,DATA,契税征收信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、纳税人识别号、企业名称等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-21 09:20:38,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
533,DATA_INNOVATION,创新成果-数据创新成果,94,173,32,API产品,DATA,资源税征收信息查询 ,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、纳税人识别号、企业名称等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-21 09:18:01,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
534,DATA_INNOVATION,创新成果-数据创新成果,95,172,32,API产品,DATA,土地增值税征收信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、纳税人识别号、企业名称等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,S,,2026-04-21 09:15:16,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
535,DATA_INNOVATION,创新成果-数据创新成果,96,171,32,API产品,DATA,企业增值税征收信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、纳税人识别号、企业名称等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-21 09:12:25,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
536,DATA_INNOVATION,创新成果-数据创新成果,97,170,32,API产品,DATA,企业所得税征收信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、纳税人识别号、企业名称等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 17:33:59,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
537,DATA_INNOVATION,创新成果-数据创新成果,98,168,32,API产品,DATA,企业主要人员信息核验,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户精准核验匹配结果、1-匹配、0-不匹配，实现数据真实性验证与风险识别。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升核验效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 17:26:56,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
538,DATA_INNOVATION,创新成果-数据创新成果,99,167,32,API产品,DATA,北京库-纳税A级企业核查,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户精准核验匹配结果、1-匹配、0-不匹配，实现数据真实性验证与风险识别。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升核验效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 17:23:43,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
539,DATA_INNOVATION,创新成果-数据创新成果,100,166,32,API产品,DATA,北京市人民政府质量管理奖信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询企业名称、所在区/园区、证书编号，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 17:20:28,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
540,DATA_INNOVATION,创新成果-数据创新成果,101,165,32,API产品,DATA,高新企业信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询企业名称、所在区/园区、证书编号，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 17:17:35,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
541,DATA_INNOVATION,创新成果-数据创新成果,102,164,32,API产品,DATA,监护关系核验,北京数据集团公共数据开发有限公司,本产品面向个人信贷申请、社保服务、身份核验场景，为个人用户及相关服务机构便捷查询办理人与户主的关系、未成年人与户主的关系、办理人与未成年人是否同户等，实现数据快速获取与核验。应用于个人信贷申请、社保服务、身份核验等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:59:53,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
542,DATA_INNOVATION,创新成果-数据创新成果,103,163,32,API产品,DATA,市级单一来源公告信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、公告编号、单一来源公告标题等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:57:56,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
543,DATA_INNOVATION,创新成果-数据创新成果,104,162,32,API产品,DATA,股权出质信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、质权登记编号、股权类型等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:55:46,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
544,DATA_INNOVATION,创新成果-数据创新成果,105,161,32,API产品,DATA,北京库经营异常信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询企业注册代码、列入文书号、列入原因等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:54:13,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
545,DATA_INNOVATION,创新成果-数据创新成果,106,160,32,API产品,DATA,分支机构查询详版,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、分支机构名称、分支机构统一社会信用代码等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:51:37,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
546,DATA_INNOVATION,创新成果-数据创新成果,107,159,32,API产品,DATA,企业变更记录查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、变更日期、变更事项等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:49:55,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
547,DATA_INNOVATION,创新成果-数据创新成果,108,158,32,API产品,DATA,企业对外投资信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、被投资企业名称、法定代表人等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:48:24,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
548,DATA_INNOVATION,创新成果-数据创新成果,109,157,32,API产品,DATA,小微企业信息核查,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户精准核验匹配结果、1-是、0-不是，实现数据真实性验证与风险识别。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升核验效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:46:58,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
549,DATA_INNOVATION,创新成果-数据创新成果,110,156,32,API产品,DATA,投资人分期缴付信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、投资人名称、出资额等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:45:40,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
550,DATA_INNOVATION,创新成果-数据创新成果,111,155,32,API产品,DATA,企业投资人信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、投资人名称、法人股东证照编号等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:44:00,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
551,DATA_INNOVATION,创新成果-数据创新成果,112,154,32,API产品,DATA,企业高管信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:42:18,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
552,DATA_INNOVATION,创新成果-数据创新成果,113,153,32,API产品,DATA,企业基本信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询企业注册号、企业类型、企业状态等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:40:46,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
553,DATA_INNOVATION,创新成果-数据创新成果,114,152,32,API产品,DATA,企业二要素核验,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户智能计算分析匹配结果、1-匹配、0-不匹配，实现数据建模分析与风险评估。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升模型效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,"S,J",,2026-04-20 16:36:38,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
554,DATA_INNOVATION,创新成果-数据创新成果,115,151,32,API产品,DATA,单位成员最近一次公积金缴费情况详版,北京数据集团公共数据开发有限公司,本产品面向个人信贷申请、社保服务、身份核验场景，为个人用户及相关服务机构智能计算分析最近一次公积金缴费基数、最近有公积金缴纳记录日期等，实现数据建模分析与风险评估。应用于个人信贷申请、社保服务、身份核验领域，提升模型效率，简化流程，保障数据规范，降低合规风险。,API产品,J,,2026-04-20 16:34:57,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
555,DATA_INNOVATION,创新成果-数据创新成果,116,150,32,API产品,DATA,单位成员最近一次公积金缴费情况简版,北京数据集团公共数据开发有限公司,本产品面向个人信贷申请、社保服务、身份核验场景，为个人用户及相关服务机构智能计算分析最近一次公积金缴费基数、最近有公积金缴纳记录日期，实现数据建模分析与风险评估。应用于个人信贷申请、社保服务、身份核验等领域，能有效提升模型效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 16:33:27,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
556,DATA_INNOVATION,创新成果-数据创新成果,117,149,32,API产品,DATA,单位成员公积金评分模型,北京数据集团公共数据开发有限公司,本产品面向个人信贷申请、社保服务、身份核验场景，为个人用户及相关服务机构智能计算分析最近缴存单位名称、最近缴存单位社会信用代码、基准月等，实现数据建模分析与风险评估。应用于个人信贷申请、社保服务、身份核验等领域，能有效提升模型效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 16:31:22,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
557,DATA_INNOVATION,创新成果-数据创新成果,118,148,32,API产品,DATA,单位成员公积金单位信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询公积金单位登记号、统一社会信用代码、单位性质等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 16:22:41,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
558,DATA_INNOVATION,创新成果-数据创新成果,119,147,32,API产品,DATA,单位成员住房公积金缴存总账信息查询,北京数据集团公共数据开发有限公司,本产品面向个人信贷申请、社保服务、身份核验场景，为个人用户及相关服务机构便捷查询单位缴存额、缴存人账户当前余额、缴存人缴存基数等，实现数据快速获取与核验。应用于个人信贷申请、社保服务、身份核验等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 16:18:45,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
559,DATA_INNOVATION,创新成果-数据创新成果,120,146,32,API产品,DATA,企业公积金行政处罚信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、行政相对人名称、行政相对人代码等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 16:16:47,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
560,DATA_INNOVATION,创新成果-数据创新成果,121,145,32,API产品,DATA,公积金不良企业信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、违规单位名称、统一社会信用代码、违规情况，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 16:14:46,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
561,DATA_INNOVATION,创新成果-数据创新成果,122,144,32,API产品,DATA,企业公积金缴存明细信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询总记录数、单位统一社会信用代码、住房公积金缴存单位名称等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 16:12:55,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
562,DATA_INNOVATION,创新成果-数据创新成果,123,143,32,API产品,DATA,企业公积金缴存信息查询,北京数据集团公共数据开发有限公司,本产品面向企业经营管理、合规风控、信贷审核场景，为企业客户便捷查询单位统一社会信用代码、住房公积金缴存单位名称、单位缴存人数等，实现数据快速获取与核验。应用于企业经营管理、合规风控、信贷审核等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 16:10:53,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
563,DATA_INNOVATION,创新成果-数据创新成果,124,142,32,API产品,DATA,公积金单位成员缴存明细信息查询,北京数据集团公共数据开发有限公司,本产品面向个人信贷申请、社保服务、身份核验场景，为个人用户及相关服务机构便捷查询总记录数、单位缴存账户状态、当前缴存单位名称等，实现数据快速获取与核验。应用于个人信贷申请、社保服务、身份核验等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 16:08:13,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
564,DATA_INNOVATION,创新成果-数据创新成果,125,141,32,API产品,DATA,公积金单位成员贷款信息查询,北京数据集团公共数据开发有限公司,本产品面向个人信贷申请、社保服务、身份核验场景，为个人用户及相关服务机构便捷查询贷款申请编号、借款人类型（A-主借款人、E-共同借款人等，实现数据快速获取与核验。应用于个人信贷申请、社保服务、身份核验等领域，能有效提升查询效率，简化业务流程，保障数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 15:27:38,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
565,DATA_INNOVATION,创新成果-数据创新成果,126,140,32,API产品,DATA,公积金单位成员缴存提取信息查询,北京数据集团公共数据开发有限公司,本产品面向公积金管理及企事业单位人事财务场景，可便捷查询单位成员公积金缴存基数、缴存明细与提取信息，实现人员公积金数据实时核验。应用于政务公积金管理、企业薪酬核算、员工合规办理等领域，能有效提升信息查询效率，简化对账与审核流程，保障公积金数据规范透明，降低管理差错与合规风险。,API产品,J,,2026-04-20 15:23:51,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
566,DATA_INNOVATION,创新成果-数据创新成果,127,139,32,API产品,DATA,亲子婚育核验服务,北京数据集团公共数据开发有限公司,通过婚育状态标签化应用，可有效丰富用户画像维度，提升母婴、家庭、亲子等行业精准营销与精细化运营能力。实现品牌方对已婚、已育、新生儿家庭等群体的精准识别与定向触达，提升投放效率与转化效果，减少资源浪费。同时，严格落实数据安全与个人信息保护要求，建立脱敏、授权、审计、溯源全流程管控，确保数据应用合法合规。既释放政务数据价值，又保障公民隐私安全，助力数字经济与民生服务高质量发展。,API产品,S,,2026-04-17 17:26:45,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
567,DATA_INNOVATION,创新成果-数据创新成果,128,138,33,数据应用,DATA,科技成果转化服务,北京数据集团公共数据开发有限公司,"项目建成后，将实现三项具体改进：一是建立统一的技术成果元数据标准，支持跨高校、院所、企业平台的数据互通，避免重复录入；二是引入基于历史交易和用户行为的推荐算法，提升供需匹配准确率，降低人工筛选成本；三是打通技术交易、知识产权、投融资等服务环节，形成“展示—对接—评估—融资—落地”的线上服务闭环。平台直接服务于技术经理人、企业研发部门和早期投资机构，推动成果转化从“随机对接”向“系统运营”转变。
",数据应用,"S,M",,2026-04-16 16:34:14,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
568,DATA_INNOVATION,创新成果-数据创新成果,129,136,33,数据应用,DATA,科技人才服务与管理,北京数据集团公共数据开发有限公司,项目建成后，将实现三项务实改进：一是打通科研项目、职称评审、社保就业等系统数据，构建以个人为单元的全周期人才档案，避免多头填报；二是基于真实科研产出与流动记录，建立客观的人才评价辅助模型，减少主观偏差；三是实现人才政策与个体条件的智能匹配，主动推送适用条款，提升政策触达率和兑现效率。平台直接服务于人才招聘、团队组建、项目申报等高频场景，推动人才工作从“被动响应”向“主动服务”转变。,数据应用,"S,M",,2026-04-16 16:23:34,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
569,DATA_INNOVATION,创新成果-数据创新成果,130,135,33,数据应用,DATA,网络安全事件监测预警,北京数据集团公共数据开发有限公司,基于网络安全日志数据、威胁情报数据、漏洞信息等，构建网络安全事件监测预警系统，及时发现和处置网络安全威胁。,数据应用,S,,2026-04-16 16:13:34,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
570,DATA_INNOVATION,创新成果-数据创新成果,131,134,33,数据应用,DATA,工业园区环境监管服务,北京数据集团公共数据开发有限公司,将企业实时排污数据与气象扩散条件、周边环境质量变化进行联动分析，不仅能识别超标排放，还能区分“企业偷排”与“气象不利导致累积”的不同成因，显著降低误报率，提升执法精准度；构建基于多源数据融合的污染溯源算法，快速锁定嫌疑污染源，将传统“拉网式排查”转变为“靶向式执法”；提取违规类型关键信息，与企业排放趋势关联分析，识别“屡查屡犯”企业及易违规环节，为分级监管与差异化巡查提供量化依据；实现环境监管从“单点报警”向“区域联防”的升级，通过气象数据与园区多点位环境质量数据的融合，可预判污染团迁移路径并联动下游区域提前采取防护措施，提升跨企业、跨园区的协同防控能力；推动监管模式由“被动响应”向“主动预防”转变，基于历史数据训练出的企业排放行为画像，对异常波动进行提前预警，在超标发生前推送提醒，助力企业合规生产，从源头减少环境损害。,数据应用,"A,N,S",,2026-04-16 16:08:41,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
571,DATA_INNOVATION,创新成果-数据创新成果,132,133,33,数据应用,DATA,农产品质量安全追溯,北京数据集团公共数据开发有限公司,突破传统追溯系统仅记录流通节点的局限，将种植养殖、投入品、加工、检测、流通五个环节的数据精准关联，实现生产行为与质量结果的可溯归因；首创“投入品-检测-流通”联动分析，通过比对投入品使用记录与检验检测数据，可识别违规用药、超量使用等潜在风险；结合流通销售数据，可评估问题农产品的扩散范围与影响程度，为召回与处置提供量化依据；推动追溯服务从“政府监管工具”向“消费决策参考”延伸，引导消费者优先选择高透明度、高质量安全等级的农产品，形成市场倒逼机制，促进优质优价与产业升级。,数据应用,"A,S",,2026-04-16 16:00:27,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
572,DATA_INNOVATION,创新成果-数据创新成果,133,132,33,数据应用,DATA,土壤污染状况调查与修复,北京数据集团公共数据开发有限公司,"建成后，将取得显著的土壤环境治理效能提升与生态安全保障成效。一是实现土壤污染调查、重点污染源、土地利用等全要素土壤环境数据统一汇聚、互联互通，打破监管数据壁垒，提升土壤环境信息共享与协同管控效率；二是支撑土壤污染状况动态监测、风险等级智能评估、修复效果全程跟踪与可视化管控，助力相关部门精准掌握土壤环境质量状况，高效开展污染防治与修复监管工作；三是为土壤污染风险防控、修复治理规划、安全利用管控提供量化依据，提升土壤环境管理决策的科学性与精准性；四是有效提升政务部门在污染调查、风险管控、修复监管、安全保障等领域的联动治理能力，推动土壤环境质量持续改善，助力筑牢区域生态安全屏障，切实保障土壤环境安全与公众健康。
",数据应用,"M,S",,2026-04-16 15:53:31,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
573,DATA_INNOVATION,创新成果-数据创新成果,134,131,33,数据应用,DATA,企业环境信用评价服务,北京数据集团公共数据开发有限公司,建成后，将取得显著的生态环境监管效能提升与绿色发展保障成效。一是实现企业环境监测、排污许可执行、环境执法记录等全要素环境信用数据统一汇聚、互联互通，打破监管数据壁垒，提升企业环保信息共享与协同监管效率；二是支撑企业排污行为实时监管、信用状况智能评定、风险等级自动识别与全流程可视化管理，助力相关部门精准掌握企业环保履约情况，高效开展差异化监管与失信惩戒工作；三是为环境信用评价体系建设、分类监管实施、环保政策优化落地提供量化依据，提升生态环境管理决策的科学性与针对性；四是有效提升政务部门在排污监管、信用评价、联合惩戒、风险防控等领域的联动治理能力，推动企业落实生态环保主体责任，助力营造守法有序、绿色低碳的营商环境与高质量发展格局。,数据应用,"S,N",,2026-04-16 15:51:08,2026-06-09 14:23:27,2026-07-28 02:01:12,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=DATA_INNOVATION
