序号,接口表名,数据类别,id,biz_unique_id,scene_name,scene_open_dept,scene_batch,scene_summary,scene_status,scene_innovation_demand,scene_type,contact_user,phone,email,create_time,update_time,data_time,del_status,scene_range,favorited,来源接口
11,SCENE_DEMAND,创新服务-场景需求,181,1564,支持大规模、多参与方、复杂工艺、加工顺序灵活的可信数据空间，构建统一管理、复杂场景适配应用（多主体跨行业可信数据空间构建场景）,北京数据先行区服务有限公司,2026北京市智慧城市场景创新需求清单（第四批）,"面向跨行业多主体数据流通与场内交易，依托动态流程编排、分布式协同、区块链存证、动态工序调度技术，接入全行业异构主体数据。支持自定义数据加工工序与执行顺序，实现分布式并行加工、流程统一管控、可信确权存证、交易标准化管理，一站式解决长链路协同、权责不清、流转不可信问题，支撑全域数据安全融合与商业化交易。
","一、背景情况
跨行业数据流通参与主体持续增多，数据加工链路变长、工序灵活多变。现有平台仅适配少量参与方、固定加工流程，缺少长链路动态管控能力，多方协作权责模糊、流程不可控、流转缺乏可信背书，制约跨行业可信数据共享与合规交易规模化落地。
二、拟解决的问题
一是海量参与方协同下工序繁杂、流程不可灵活调整；二是长链路分布式节点管控难度大，流程异常难感知；三是多方权责边界模糊，异地协同效率低下；四是数据流转缺少可信存证确权，可信共享与合规交易缺少底层技术支撑。","1.动态流程编排技术打破固定工序限制，支持自定义分支与时序；分布式调度架构支撑海量主体并行加工；轻量化区块链存证，兼顾性能与全流程不可篡改溯源。
2.实现多模态数据接入、治理、融合、交易全生命周期可信管控；明确多方数据应用权责；多主体动态细粒度权责合约体系，适配灵活工序变更；链上凭证支撑数据确权、定价、交易，打通可信共享与场内交易链路。",1,石庆华,18001227090,983980439@qq.com,2026-07-04 02:01:00,2026-07-04 02:01:00,2026-07-03 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
12,SCENE_DEMAND,创新服务-场景需求,180,1565,城市数字基础设施与城市治理智能巡检场景,北京数字基建投资发展有限公司,2026北京市智慧城市场景创新需求清单（第四批）,聚焦城市基础设施和城市治理问题巡检场景，依托大模型、图像增强、多模态数据融合、自主学习等AI、物联网、数字等技术手段对隐患和问题精准识别能力、风险提前预警能力的优化提升，同时整合巡检过程中的多模态数据（实拍图文 / 视频、温湿度传感数据、点位台账、运维文本等），实现城市基础设施和城市治理问题的精准识别、风险分级预警、多源数据联动研判，线上标准化管控巡检全流程，将问题由事后整改转为事前主动预防，推动城市精细化治理和主动治理。,"1.受户外复杂环境（光照、雨雪、雾气、遮挡等）的影响，隐患漏判、误判率高；
2.图文、传感、台账等多模态巡检数据相互割裂，无法联动分析难以高效利用，数据价值难以释放；
3.模型适配性差，检测模型难以适配城市户外复杂场景，长期依赖人工调优，且人工调优周期长、成本高。","1.大模型和前置增强算法消除雨雪、遮挡、光照、雾气等复杂环境的干扰，降低识别误差；
2.打通视觉、传感、台账等数据，统一归集巡检全量数据实现关联复盘，多维数据联动研判提升隐患判定精准度；
3.沉淀城市设施隐患和城市治理问题样本集，反向迭代模型形成数据闭环，模型自动增量迭代，减少人工调参工作量。
",1,刘龙,15710094873,liulong@znygroup.com.cn,2026-07-04 02:01:00,2026-07-04 02:01:00,2026-07-03 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
13,SCENE_DEMAND,创新服务-场景需求,179,1566,基于数据治理与Agent技术，构建医疗行业数据合规应用与智能服务全链路平台,北京数据先行区服务有限公司,2026北京市智慧城市场景创新需求清单（第四批）,依托医疗数据标准化、结构化、匿名化、智能标注、语义检索等数据治理与加工技术，以及提示词、RAG、MCP服务、Skill等的智能体构建技术，搭建合规数据底座与 AI 智能体管理平台，支撑临床辅助、科研分析、医药问答、合规数据流通等场景，在严守隐私安全的基础上，提升医疗数据价值与 AI 落地效能。,"一、背景情况 医疗行业数据资源分散杂乱，缺乏全流程标准化治理体系；医疗数据脱敏、流通共享合规门槛高，数据安全管控体系不完善；医疗AI落地门槛高，缺少专属智能体开发与运维体系；这些挑战，严重制约医疗数据价值释放与AI规模化落地。
二、拟解决的问题 一是解决医疗数据零散无序、缺乏标准化治理，数据汇聚加工繁琐，难以规模化应用的问题；二是解决医疗数据脱敏不规范、流通共享不合规，隐私安全风险高，数据无法可信流转的问题；三是解决医疗AI应用开发门槛高、无专属管控体系，智能体研发、上线、运维无闭环的问题。","搭建医疗全流程数据治理体系，依托七大核心模块实现数据自动化汇聚、标准化治理与安全脱敏，将碎片化非结构化医疗数据转化为标准化可复用的高质量数据集，并通过多层审核与多租户隔离保障数据可信流通；
支持低代码智能体开发、RAG知识库搭建，实现医疗智能体全生命周期闭环管理。以合规数据底座约束智能体输出，平衡数据安全与应用效率，打通数据治理到AI应用全链路，充分释放医疗数据与智能应用价值。 ",1,王良煜,18500254131,1130234744@qq.com,2026-07-04 02:01:00,2026-07-04 02:01:00,2026-07-03 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
14,SCENE_DEMAND,创新服务-场景需求,178,1567,企业多业务系统数据中台汇聚治理场景,首都信息发展股份有限公司,2026北京市智慧城市场景创新需求清单（第四批）,围绕企业ERP、CRM、财务等多业务系统数据汇聚需求，融合结构化、半结构化、非结构化全域数据，依托自动采集、AI质检、敏感数据分级、可视化监控技术，实现一键接入数据源、智能校验数据质量、自动识别敏感信息、全流程可视化告警。一站式完成数据入湖入仓、合规治理，降低人工成本，保障企业数据中台稳定高效运行。,"一、背景情况：
企业各业务系统独立运行，数据孤岛突出，数据类型繁杂。企业需归集全域数据支撑经营决策，但现有数据治理全流程依赖人工，采集、质检、分级、监控效率低下、失误率高，无法满足数据中台常态化、规模化运维需求，亟需搭建自动化、轻量化全域数据治理能力底座。
二、拟解决的问题：
1.多源数据采集全靠人工配置任务，重复工作量大。
2.数据异常、缺失需人工编写校验规则，治理周期长。
3.敏感数据人工标注，漏标误标带来安全隐患。
4.无可视化监控大屏，治理进度、数据质量、异常问题无法直观管控，运维缺少抓手。","1.研发一键接入引擎兼容全类型异构企业数据；大模型柔性质检摆脱固定规则局限，自适应识别各类数据缺陷；轻量化旁路算法无需改造业务系统即可扫描敏感数据。
2.统一企业全域数据字段标准，破除数据格式壁垒；形成采集、质检、分级、告警自动化闭环；全链路日志留存，每条数据流转、整改、分级记录均可回溯。",1,马老师,13810275466,chenhaitao@capinfo.com.cn,2026-07-04 02:01:00,2026-07-04 02:01:00,2026-07-03 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
15,SCENE_DEMAND,创新服务-场景需求,177,1568,政务及企业数仓自然语言转SQL智能查询场景,首都信息发展股份有限公司,2026北京市智慧城市场景创新需求清单（第四批）,面向公积金、医保、企业经营等数仓查询场景，依托大模型语义理解、库表自适应解析、SQL生成校验、查询安全风控技术，业务人员输入自然语言即可自动解析语义、匹配多表关联、生成合规只读SQL。无需技术人员编写代码，配套自动化评测、高危语句拦截机制，降低政务企业数据查询门槛，提升报表统计效率。,"一、背景情况：
政务、企业数仓表结构复杂、多表关联繁多，业务人员无SQL编写能力，查数需技术人员配合，沟通成本高、响应慢。现有Text2SQL模型适配复杂数仓能力不足，查询准确率低，缺少自动化评测与安全管控，难以满足政务系统稳定、可审计、高安全上线要求。
二、拟解决的问题：
1.数仓表字段语义晦涩，多表关联场景SQL生成精准度低。
2.批量查询语句依靠人工核验，评测工作量巨大。
3.原生SQL存在删改、越权等高风险，语法报错频发，系统工程化可用性差。","1.构建政务专属库表语义知识库，打通业务术语与底层字段映射；分层自动化评测体系覆盖语义、语法、结果多维度；前置拦截并自动修复高危、错误SQL语句。
2.屏蔽底层复杂技术细节，实现业务人员零代码自助查数；沉淀政务专属查询样本持续优化模型；全流程日志留存，满足政务查询行为审计溯源要求。",1,陈老师,18500557125,chenhaitao@capinfo.com.cn,2026-07-04 02:01:00,2026-07-04 02:01:00,2026-07-03 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
16,SCENE_DEMAND,创新服务-场景需求,176,1569,数据仓库DWD层明细数据融合开发场景,首都信息发展股份有限公司,2026北京市智慧城市场景创新需求清单（第四批）,面向企业数仓建设与业务数据服务，依托分层建模、多表融合、指标分层加工技术，整合DWD层全量原始明细数据，完成多表关联对齐、脏数据过滤、维度补齐、指标聚合，生成标准化汇总层数据。打通底层明细到业务应用链路，支撑报表、自助查询、经营分析快速取数，盘活海量原始明细数据资产，统一业务指标统计口径,"一、背景情况：
数仓DWD层存储海量细粒度原始明细，仅完成基础清洗，缺少聚合、维度补全加工。明细数据无法直接支撑业务统计分析，业务人员需反复联表临时计算，查询性能差、指标口径混乱，海量底层数据闲置，数据链路断层，数据资产价值无法充分释放。
二、拟解决的问题：
1.DWD明细无聚合加工逻辑，无法直接供业务使用。
2.多明细表独立存储，跨表关联复杂，查询耗时、性能低下。
3.明细存在冗余、缺失维度、无效日志，直接使用会造成指标失真，数据服务稳定性不足。","1.设计业务导向明细分层融合建模规范，统一多表关联逻辑；增量+全量同步方案平衡时效与算力；自动清洗规则过滤无效数据，保障上层指标精准可靠。
2.打通明细层至业务应用完整加工链路，盘活底层数据资产；统一全业务指标口径，消除统计混乱；一次加工多业务复用，大幅降低重复开发成本。",1,张老师,13501276948,chenhaitao@capinfo.com.cn,2026-07-04 02:01:00,2026-07-04 02:01:00,2026-07-03 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
17,SCENE_DEMAND,创新服务-场景需求,175,1570,首钢股份热轧产线AI智能计划排程场景,北京首钢股份有限公司,2026北京市智慧城市场景创新需求清单（第四批）,依托工业时序数据治理、全工序协同调度、大模型智能排程、动态应急调程技术，打通炼钢、热轧、冷轧、精整数据壁垒，融合板坯工艺、设备工况、订单、故障数据。搭建一体化AI排程系统，实现上下游联动排产、多品类柔性轧制、突发工况自适应调程，提升产线热装率与设备利用率，降低能耗，打造北京钢铁智能制造标杆。,"一、背景情况：
钢铁行业推进数字化低碳转型，热轧作为核心工序直接决定产能与能耗。当前热轧排程依靠人工经验+传统算法，多品种小批量订单排产压力大；炼钢、热轧、冷轧工序数据割裂，生产节奏脱节，是国内钢铁行业智能制造转型普遍存在的核心卡点。
二、拟解决的问题：
1.炼钢热轧数据不通，板坯等待久、热装率低、能耗偏高。
2.多品类工艺约束复杂，传统算法易出现排程冲突、设备利用率低。
3.前后工序无动态协同，库存积压、产能浪费。
4.工业数据未深度利用，订单、设备异常下人工调程响应滞后。","1.炼钢-热轧-冷轧全工序联动排程算法打破工序孤岛；多约束自适应模型适配差异化轧制规则；融合时序数据与大模型，毫秒级完成突发场景动态调程。
2.盘活产线海量工业时序数据，形成复盘优化闭环；统一全工序排程数据标准；依托数据持续迭代排程策略，优化等待时长、热装率等关键生产指标。",1,张老师,18531561516,78736891@qq.com,2026-07-04 02:01:00,2026-07-04 02:01:00,2026-07-03 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
18,SCENE_DEMAND,创新服务-场景需求,174,1571,北京智慧社区数据驱动智能服务运营场景,北京首开城市运营服务集团有限公司,2026北京市智慧城市场景创新需求清单（第四批）,面向北京智慧社区精细化运营，汇聚门禁、安防、报修、缴费、运维等多源社区数据，依托数据融合治理、居民画像、需求挖掘、智能推荐技术，搭建数据驱动运营决策平台。自动识别居民显性及隐性需求，精准推送便民服务，量化运营成效，智能挖掘增值业务方向，以数据支撑社区精细化治理与物业可持续数字化运营。,"一、背景情况：
北京智慧社区数字化设施全面普及，但各物业子系统数据相互割裂。传统物业依靠人工经验管理，居民需求识别粗放，服务供给同质化；增值业务布局缺少数据支撑，运营决策无量化依据，居民满意度与物业经营收益难以同步提升，制约基层智慧治理升级。
二、拟解决的问题：
1.社区多类业务数据分散，无法形成统一数据资产。
2.人工摸排居民诉求，难以识别个性化隐性需求；
3.物业服务一刀切，精准匹配服务能力不足。
4.增值业务研判缺少数据支撑，运营决策缺乏科学量化依据。","1.社区低敏数据融合框架平衡隐私安全与分析能力；分层需求挖掘模型区分基础刚需与增值需求；轻量化画像算法适配碎片化社区数据，降低平台运维成本。
2.打通社区系统数据孤岛，盘活存量数字化资产；从人工主观判断转为数据量化研判；居民需求动态迭代，持续优化社区服务供给内容。",1,祝老师,15601242930,15601242930@163.com,2026-07-04 02:01:00,2026-07-04 02:01:00,2026-07-03 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
19,SCENE_DEMAND,创新服务-场景需求,173,1553,“京小融”智能体构建场景,北京市教育委员会,2026北京市智慧城市场景创新需求智慧教育专项清单,聚焦特殊需要儿童少年的融合教育需求，建设全流程闭环个性化智能支持系统（智能体），面向普通中小学、幼儿园班主任、学科教师等一线教育工作者，提供智能分诊、问题评估、报告解析、策略推荐、方案生成、执行追踪和动态复盘等核心功能，通过多模态交互和低门槛使用赋能融合教育常态化、个性化开展，提升特殊教育服务精准性、连续性、专业化水平，促进特殊教育与普通教育真正融合。,"一、背景情况
目前，全市已有超过1000所普通中小学开展融合教育，随班就读学生约占备案特殊学生群体总数的70%，这些学生不仅包括肢体、视力、听力等7类残疾，还包括注意缺陷多动障碍、孤独症谱系障碍等类别。北京市持续建设融合教育专业评估工具及支持资源，“以智助融”系统一期为本场景智能体研发积累了一定的数据、模型与应用经验。
二、拟解决问题
1.解决普通中小学幼儿园特殊教育专业师资不足、教育专业性不强等问题，满足学校常态化教育教学过程的融合教育需求。
2.解决特殊需求策略缺乏针对性的问题，匹配学生个体化需求。
3.解决个性化教育策略执行过程无闭环的问题，补充过程留痕与复盘机制。","1.以递进式自然语言对话模式开展AI诊断，全面支持文字与语音双模式输入，自动分析聚焦关键问题并匹配评估工具，通过简易交互实现专业评估诊断，降低教师使用门槛，提升场景适用性与用户体验。
2.构建“问题确认→评估→报告解析→策略推荐→方案生成→打卡执行→复盘复用”七步闭环，AI赋能贯穿每个环节，实现从识别到干预的完整业务链路。
3.以过程性数据复用沉淀校本特色策略库，教师可对优质干预策略进行标记、评价与共享，形成可积累、可复用的校本特色策略库，持续优化干预效果。",3,史亚楠,010-55530102,shiyanan1900@163.com,2026-07-02 02:01:00,2026-07-02 02:01:00,2026-07-01 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
20,SCENE_DEMAND,创新服务-场景需求,172,1554,“文澜智语”语言文字智能体构建场景,北京市教育委员会,2026北京市智慧城市场景创新需求智慧教育专项清单,“文澜智语”立足首善定位，以国家通用语言文字规范与北京历史文化底蕴为核心，聚焦全学段学生语言文化素养提升，覆盖口语表达、阅读、书写、文化普及、素养测评全领域，将打造学前大班儿童语言素养“无感式”数据采集分析、课间机器人语言互动模型、京雄学生语言共育三大典型应用，深度赋能学生语言逻辑、表达品质与思维深度培育，打造全国领先的“AI+语言文字”智慧教育场景，助力首都语言文字工作数字化、规范化、智慧化发展，打造可向全国乃至全球推广的样板。,"一、背景情况
北京市深入贯彻《教育强国建设规划纲要（2024-2035）》，承担教育部教育强国建设综合改革“青少年语言文化素养提升”“‘典耀中华’主题读书行动”“大阅读体系语料库示范库建设”三项语言文字方面的试点任务，亟须以智能化手段推动语言文字工作提质增效，构建普惠便捷的语言社会服务体系。
二、拟解决的问题
1.厘清AI应用伦理边界，化解技术泛化弱化传统文化传承内核的风险。
2.破解学前语言素养缺少科学量化、无感无负担数据采集和分析工具的难题。
3.补齐学生语言高阶思维、表达逻辑、沟通素养智能化培育手段的空白。
4.紧扣京雄同城化战略需求，解决两地学生常态化语言文化共育、交流互动平台缺失的问题。","1.创新学前大班儿童语言素养“无感式”数据采集与分析系统，在自然场景中实现低负担、科学化素养评估。
2.以AI赋能实现育人模式升级，升级课间机器人具身智能互动，把语言训练转化为游戏化沉浸式学习。探索新形式的文化感悟与语言素养涵养方式。
3.推动京雄同城化教育协同发展，搭建京雄课后语言共育平台，实现以演讲辩论、书信阅读等形式常态化结对交流。
4.以真实应用拉动理念伦理创新与语料库供给优化，守住AI伦理边界。建设权威、规范、动态更新的北京语言文字资源数据库。",3,单聪,010-55530251,sc@jw.beijing.gov.cn,2026-07-02 02:01:00,2026-07-02 02:01:00,2026-07-01 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
21,SCENE_DEMAND,创新服务-场景需求,171,1558,具身机器人药房柔性分拣产教融合应用场景,北京市教育委员会,2026北京市智慧城市场景创新需求智慧教育专项清单,围绕人工取药慢、错发率高、搬运强度大、药品追溯难度高等行业痛点，融合AI高精度视觉识别、柔性机械臂抓取、AGV自主导航、多机协同调度等技术，打造覆盖药品入库识别、自动上架、拣选搬运、出库复核等功能的药房智能分拣服务体系，实现药房分拣与搬运全流程无人化，支撑药房运营提效、具身智能技术验证和高校智能装备类专业实训教学。,"一、背景情况：
随着智慧医疗和“数智北京”建设推进，医药流通领域自动化、智能化需求迫切。高校机器人工程、自动化等专业实践教学缺少符合真实业务痛点的场景载体，难以支撑学生开展面向产业应用的工程实践。
二、拟解决的问题：
1.解决药房人工取药分拣效率低、发药差错风险高、搬运强度大等问题。2.解决药品入库、上架、拣选、搬运、出库等全流程追溯困难的问题。3.解决高校智能装备教学中缺乏真实工业场景与数据支撑的问题。","1.构建具身智能药房分拣一体化无人作业。融合AI视觉识别、柔性抓取、AGV自主导航、多机协同调度等技术，实现药品识别、拣选、搬运、复核、追溯等全流程无人化运行。
2.提升复杂药品场景下智能识别与柔性作业能力。面向药品包装相似、规格多样、摆放复杂等情况，构建药品视觉识别模型及多模态数据集，实现不同形态药品精准识别、定位、抓取和复核。
3.探索“医疗场景+具身智能+高校教学”产教融合应用模式。实现药房自动化运营与高校实践教学深度融合，推动技术验证、场景应用和人才培养协同提升。",1,姜金俊,19910786967,Jiunjiang@biem.edu.cn,2026-07-02 02:01:00,2026-07-02 02:01:00,2026-07-01 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
22,SCENE_DEMAND,创新服务-场景需求,170,1559,工业SOP标准化智能实训场景,北京市教育委员会,2026北京市智慧城市场景创新需求智慧教育专项清单,围绕校内实训教学与企业生产标准脱节问题，依托AI视觉感知、工业SOP标准库和数字化管控平台，将企业真实生产流程、作业规范、工期要求和质量标准导入实训教学全过程，实现标准学习、操作识别、智能纠错、过程管控和质量评价一体化应用，提升学生操作规范性、教师教学标准化水平和实训质量量化评价能力。,一、背景情况当前智能制造专业实训教学与企业生产标准衔接不够紧密，存在教学标准不统一、教师对工业SOP掌握不足、学生操作规范性不强、实训质量难量化等问题，人才培养与企业岗位用工标准存在脱节。二、拟解决的问题1.工业标准指导不足。实训教学缺少统一工业SOP支撑，教学内容、操作流程与企业真实生产标准衔接不紧。2.操作过程纠偏滞后。学生实训操作缺少实时识别、即时纠错和过程反馈，不规范动作容易反复出现并固化。3.质量评价量化不足。实训过程缺少数据化记录、过程化管控和标准化评价，难以还原企业工期、质量和规范作业要求。,1.AI视觉与工业SOP深度融合。依托AI视觉感知和时序比对等技术，对学生操作动作、工序顺序进行实时识别和比对，实现操作偏差自动预警、错误动作即时纠正。​2.企业生产标准导入实训教学。将企业真实生产流程、岗位作业规范、工期要求和质量标准嵌入教学全过程，模拟企业质量管控要求，推动校内实训由经验教学向工业标准牵引转变。3.实训过程数据资产沉淀。采集学生操作行为、工序完成情况、错误类型、纠错记录、教师指导过程等数据，形成学生标准化能力画像和教学质量分析报告，实现实训过程可记录、质量可量化。,1,刘正权,13381289831,Liuzhengquan@biem.edu.cn,2026-07-02 02:01:00,2026-07-02 02:01:00,2026-07-01 00:00:00,0,1,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
