序号,接口表名,数据类别,id,biz_unique_id,data_code,data_name,dept_name,service_type,is_shared,is_open,sample_data_json,sample_data_keyword,data_url,create_time,update_time,data_time,del_status,valid_status,visit_count,domain_name,domain_type,organation_name,data_subject,favorited,来源接口
11,GOV_DATA,数字资源-政府侧数据,11119,BJ-AG-BG-AA,BJ-AG-BG-AA,融资担保公司高级管理人员变更备案文件,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""文件名"":""关于北京首创融资担保有限公司高级管理人员变更的备案通知"",""发布日期"":""2022-03-15"",""文件文本"":""根据《北京市地方金融监督管理条例》及相关规定，对变更事项予以备案。""},{""文件名"":""关于北京中关村科技融资担保有限公司高级管理人员变更的备案通知"",""发布日期"":""2025-09-22"",""文件文本"":""经审核，变更事项符合相关法律法规规定，予以备案登记。""}]",关于北京首创融资担保有限公司高级管理人员变更的备案通知。发布日期。根据《北京市地方金融监督管理条例》及相关规定，对变更事项予以备案。；关于北京中关村科技融资担保有限公司高级管理人员变更的备案通知。发布日期。经审核，变更事项符合相关法律法规规定，予以备案登记。,,2026-06-05 18:33:50,2026-09-02 18:01:14,2022-12-01 00:00:00,0,0,12,机构团体,政务核心类,地方金融机构监管一处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
12,GOV_DATA,数字资源-政府侧数据,11118,BJ-AH-AA-AA,BJ-AH-AA-AA,社会众筹机构风险处置情况,中共北京市委金融委员会办公室,DATA,有条件共享,否,"[{""机构名称"":""北京众筹网信息技术有限公司"",""时间"":""2022-03-15"",""处置情况"":""已启动风险处置程序，成立工作专班，开展债权登记和资产清查工作""},{""机构名称"":""北京网信众筹信息技术有限公司"",""时间"":""2025-09-22"",""处置情况"":""已完成风险处置，退出经营，相关债务清偿完毕""}]",北京众筹网信息技术有限公司。时间。已启动风险处置程序，成立工作专班，开展债权登记和资产清查工作；北京网信众筹信息技术有限公司。时间。已完成风险处置，退出经营，相关债务清偿完毕,,2026-06-05 18:33:50,2026-08-24 17:06:05,2021-12-01 00:00:00,0,0,19,机构团体,政务核心类,地方金融机构监管二处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
13,GOV_DATA,数字资源-政府侧数据,11117,BJ-AL-AC-AA,BJ-AL-AC-AA,金融突发事件应急处置预案,中共北京市委金融委员会办公室,DATA,有条件共享,否,"[{""发布时间"":""2022-03-15"",""预案名称"":""北京市金融突发事件应急预案"",""预案内容"":""为有效防范和处置地方金融组织风险，维护金融稳定和社会稳定，建立健全风险应急处置机制，制定本预案。""},{""发布时间"":""2025-09-22"",""预案名称"":""北京市地方金融风险应急处置预案"",""预案内容"":""为及时有效应对地方金融组织经营风险，保护债权人合法权益，维护金融市场秩序，制定本应急处置方案。""}]",发布时间。北京市金融突发事件应急预案。为有效防范和处置地方金融组织风险，维护金融稳定和社会稳定，建立健全风险应急处置机制，制定本预案。；发布时间。北京市地方金融风险应急处置预案。为及时有效应对地方金融组织经营风险，保护债权人合法权益，维护金融市场秩序，制定本应急处置方案。,,2026-06-05 18:33:50,2026-08-19 12:41:54,2018-08-01 00:00:00,0,0,9,财税金融,经济发展类,应急打非处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
14,GOV_DATA,数字资源-政府侧数据,11116,BJ-AQ-AD-AA,BJ-AQ-AD-AA,新审批地方资产管理公司信息,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""申请事项编码"":""JY1100002024001"",""企业名称"":""北京市国通资产管理有限责任公司"",""申请事项类型"":""新设"",""批复时间"":""2022-03-15"",""批复文件"":""京金融批〔2024〕001号""},{""申请事项编码"":""JY1100002025002"",""企业名称"":""北京顺诚资产管理有限公司"",""申请事项类型"":""变更"",""批复时间"":""2025-09-22"",""批复文件"":""京金融批〔2025〕002号""}]",JY1100002024001。北京市国通资产管理有限责任公司。新设。批复时间。京金融批〔2024〕001号；JY1100002025002。北京顺诚资产管理有限公司。变更。批复时间。京金融批〔2025〕002号,,2026-06-05 18:33:50,2026-07-21 11:56:04,2021-01-01 00:00:00,0,0,1,财税金融,经济发展类,行政审批处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
15,GOV_DATA,数字资源-政府侧数据,11115,BJ-AC-AS-AA,BJ-AC-AS-AA,开展国际交流合作的情况,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""实施情况"":""项目已顺利实施，双方签署合作备忘录，建立常态化交流机制"",""时间"":""2022-03-15"",""合作项目名称"":""中英金融科技交流合作""},{""实施情况"":""项目持续推进中，已举办两次对接活动，达成多项合作意向"",""时间"":""2025-09-22"",""合作项目名称"":""北京-伦敦金融合作论坛""}]",项目已顺利实施，双方签署合作备忘录，建立常态化交流机制。时间。中英金融科技交流合作；项目持续推进中，已举办两次对接活动，达成多项合作意向。时间。北京-伦敦金融合作论坛,,2026-06-05 18:33:50,2026-08-24 17:04:26,2021-01-01 00:00:00,0,0,4,外事侨务,专项事务类,金融发展协调处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
16,GOV_DATA,数字资源-政府侧数据,11114,BJ-AD-AU-AA,BJ-AD-AU-AA,保险集团公司,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""统一社会信用代码"":""91110102MA0123456X"",""机构名称"":""中国人民保险集团股份有限公司""},{""统一社会信用代码"":""91110105MA0654321X"",""机构名称"":""中华联合保险集团股份有限公司""}]",91110102MA0123456X。中国人民保险集团股份有限公司；91110105MA0654321X。中华联合保险集团股份有限公司,,2026-06-05 18:33:50,2026-09-02 18:01:01,2018-10-01 00:00:00,0,0,8,机构团体,政务核心类,银行保险处（金融机构服务处）,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
17,GOV_DATA,数字资源-政府侧数据,11113,BJ-AF-AD-AA,BJ-AF-AD-AA,本市金融统计与大数据服务平台基本信息,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""平台名称"":""北京市金融统计与大数据服务平台"",""平台功能"":""金融数据采集、分析、监测、预警一体化服务"",""平台资源"":""覆盖全市500余家金融机构经营数据，日均处理数据100万条""},{""平台名称"":""北京数字金融综合服务平台"",""平台功能"":""金融统计分析、风险监测预警、监管信息共享"",""平台资源"":""接入15个政府部门数据，覆盖金融全行业运行指标""}]",北京市金融统计与大数据服务平台。金融数据采集、分析、监测、预警一体化服务。覆盖全市500余家金融机构经营数据，日均处理数据100万条；北京数字金融综合服务平台。金融统计分析、风险监测预警、监管信息共享。接入15个政府部门数据，覆盖金融全行业运行指标,,2026-06-05 18:33:50,2026-08-13 17:49:31,2021-12-01 00:00:00,0,0,6,财税金融,经济发展类,金融科技处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
18,GOV_DATA,数字资源-政府侧数据,11112,BJ-AG-AK-AA,BJ-AG-AK-AA,金融支持美丽乡村建设情况,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""时间"":""2022-03-15"",""地点"":""大兴区长子营镇"",""工作情况"":""2024年推动金融支持美丽乡村建设项目15个，投放贷款200亿元""},{""时间"":""2025-09-22"",""地点"":""昌平区兴寿镇"",""工作情况"":""2025年深化金融服务乡村振兴，支持农村基础设施和产业发展项目20个""}]",时间。大兴区长子营镇。2024年推动金融支持美丽乡村建设项目15个，投放贷款200亿元；时间。昌平区兴寿镇。2025年深化金融服务乡村振兴，支持农村基础设施和产业发展项目20个,,2026-06-05 18:33:50,2026-08-13 11:03:08,2020-01-01 00:00:00,0,0,1,财税金融,经济发展类,地方金融机构监管一处,区域类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
19,GOV_DATA,数字资源-政府侧数据,11111,BJ-AG-AR-AA,BJ-AG-AR-AA,融资性担保公司检查信息,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""检查时间"":""2022-03-15"",""检查内容"":""融资担保公司经营合规性检查，包括担保余额、代偿情况、风险准备金计提等"",""检查结果"":""合规"",""整改情况"":""已完成整改""},{""检查时间"":""2025-09-22"",""检查内容"":""融资担保公司内部控制制度执行情况检查，包括业务流程、风控措施等"",""检查结果"":""需整改"",""整改情况"":""整改中""}]",检查时间。融资担保公司经营合规性检查，包括担保余额、代偿情况、风险准备金计提等。合规。已完成整改；检查时间。融资担保公司内部控制制度执行情况检查，包括业务流程、风控措施等。需整改。整改中,,2026-06-05 18:33:50,2026-09-02 01:55:52,2020-10-01 00:00:00,0,0,4,审计监督,政务核心类,地方金融机构监管一处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
20,GOV_DATA,数字资源-政府侧数据,11110,BJ-AH-AS-AA,BJ-AH-AS-AA,区域性股权市场风险处置预案,中共北京市委金融委员会办公室,DATA,有条件共享,否,"[{""预案名称"":""区域性股权市场风险处置预案"",""预案内容"":""为有效防范和处置地方金融组织风险，维护金融稳定和社会稳定，建立健全风险应急处置机制，制定本预案。"",""发布时间"":""2022-03-15""},{""预案名称"":""区域性股权市场风险应急处置方案"",""预案内容"":""为及时有效应对地方金融组织经营风险，保护债权人合法权益，维护金融市场秩序，制定本应急处置方案。"",""发布时间"":""2025-09-22""}]",区域性股权市场风险处置预案。为有效防范和处置地方金融组织风险，维护金融稳定和社会稳定，建立健全风险应急处置机制，制定本预案。。发布时间；区域性股权市场风险应急处置方案。为及时有效应对地方金融组织经营风险，保护债权人合法权益，维护金融市场秩序，制定本应急处置方案。。发布时间,,2026-06-05 18:33:50,2026-07-31 15:18:46,2021-12-01 00:00:00,0,0,2,商贸流通,经济发展类,地方金融机构监管二处,区域类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
21,GOV_DATA,数字资源-政府侧数据,11109,BJ-AH-AW-AA,BJ-AH-AW-AA,投资公司检查信息,中共北京市委金融委员会办公室,DATA,有条件共享,否,"[{""检查时间"":""2022-03-15"",""检查内容"":""投资公司经营合规性检查，包括投资范围、资金来源等"",""检查结果"":""合规"",""整改情况"":""已完成整改""},{""检查时间"":""2025-09-22"",""检查内容"":""投资公司风险管理检查，包括内部控制、合规管理等"",""检查结果"":""需整改"",""整改情况"":""整改中""}]",检查时间。投资公司经营合规性检查，包括投资范围、资金来源等。合规。已完成整改；检查时间。投资公司风险管理检查，包括内部控制、合规管理等。需整改。整改中,,2026-06-05 18:33:50,2026-07-08 11:28:27,2021-12-01 00:00:00,0,0,0,审计监督,政务核心类,地方金融机构监管二处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
22,GOV_DATA,数字资源-政府侧数据,11108,BJ-AJ-AP-AA,BJ-AJ-AP-AA,商业保理公司监管信息,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""商业保理公司名称"":""北京国华商业保理有限公司"",""注册地址"":""北京市西城区金融大街甲15号"",""注册资本"":""10000万元"",""保理资产总额"":""30亿元""},{""商业保理公司名称"":""北京朝阳商业保理有限公司"",""注册地址"":""北京市海淀区中关村南大街12号"",""注册资本"":""20000万元"",""保理资产总额"":""50亿元""}]",北京国华商业保理有限公司。北京市西城区金融大街甲15号。10000万元。30亿元；北京朝阳商业保理有限公司。北京市海淀区中关村南大街12号。20000万元。50亿元,,2026-06-05 18:33:50,2026-07-08 11:28:27,2020-12-01 00:00:00,0,0,0,财税金融,经济发展类,地方金融机构监管三处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
23,GOV_DATA,数字资源-政府侧数据,11107,BJ-AJ-AQ-AA,BJ-AJ-AQ-AA,典当行监管信息,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""续当贷款总额"":""5亿元"",""收当贷款总额"":""12亿元"",""注册资本数"":""3000万元"",""续当贷款余额"":""15亿元"",""收当贷款余额"":""15亿元"",""典当行名称"":""北京宝瑞通典当行有限责任公司""},{""续当贷款总额"":""8亿元"",""收当贷款总额"":""18亿元"",""注册资本数"":""5000万元"",""续当贷款余额"":""25亿元"",""收当贷款余额"":""25亿元"",""典当行名称"":""北京华联典当行有限责任公司""}]",5亿元。12亿元。3000万元。15亿元。15亿元。北京宝瑞通典当行有限责任公司；8亿元。18亿元。5000万元。25亿元。25亿元。北京华联典当行有限责任公司,,2026-06-05 18:33:50,2026-08-03 11:55:47,2020-12-01 00:00:00,0,0,2,安全生产,安全监管类,地方金融机构监管三处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
24,GOV_DATA,数字资源-政府侧数据,11106,BJ-AS-AQ-AA,BJ-AS-AQ-AA,审核的境外发行股票企业,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""企业名称"":""中国工商银行北京市分行"",""证券代码"":""3988"",""首发募资"":""50亿港元""},{""企业名称"":""大家保险集团有限责任公司"",""证券代码"":""2318"",""首发募资"":""80亿港元""}]",中国工商银行北京市分行。证券代码。50亿港元；大家保险集团有限责任公司。证券代码。80亿港元,,2026-06-05 18:33:50,2026-09-02 16:36:15,2019-12-01 00:00:00,0,0,1,工业农业,经济发展类,资本市场处（上市工作处）,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
25,GOV_DATA,数字资源-政府侧数据,11105,BJ-AB-AB-AA,BJ-AB-AB-AA,行政诉讼情况,中共北京市委金融委员会办公室,DATA,有条件共享,否,"[{""案件答复时间"":""2022-03-15"",""案由"":""不服融资担保业务经营许可决定"",""答复书"":""经审查，原行政行为事实清楚、证据充分，予以维持"",""决定"":""维持原决定""},{""案件答复时间"":""2025-09-22"",""案由"":""不服小额贷款公司设立审批决定"",""答复书"":""经审查，原行政行为程序合法、适用法律正确，予以维持"",""决定"":""驳回申请""}]",案件答复时间。不服融资担保业务经营许可决定。经审查，原行政行为事实清楚、证据充分，予以维持。维持原决定；案件答复时间。不服小额贷款公司设立审批决定。经审查，原行政行为程序合法、适用法律正确，予以维持。驳回申请,,2026-06-05 18:33:50,2026-07-31 11:23:31,2014-04-01 00:00:00,0,0,2,公共安全,安全监管类,法制处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
26,GOV_DATA,数字资源-政府侧数据,11104,BJ-AB-AH-AA,BJ-AB-AH-AA,行政复议情况,中共北京市委金融委员会办公室,DATA,有条件共享,否,"[{""案件答复时间"":""2022-03-15"",""案由"":""不服融资担保业务经营许可决定"",""答复书"":""经审查，原行政行为事实清楚、证据充分，予以维持"",""决定"":""维持原决定""},{""案件答复时间"":""2025-09-22"",""案由"":""不服小额贷款公司设立审批决定"",""答复书"":""经审查，原行政行为程序合法、适用法律正确，予以维持"",""决定"":""驳回申请""}]",案件答复时间。不服融资担保业务经营许可决定。经审查，原行政行为事实清楚、证据充分，予以维持。维持原决定；案件答复时间。不服小额贷款公司设立审批决定。经审查，原行政行为程序合法、适用法律正确，予以维持。驳回申请,,2026-06-05 18:33:50,2026-07-15 22:55:04,2014-04-01 00:00:00,0,0,1,公共安全,安全监管类,法制处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
27,GOV_DATA,数字资源-政府侧数据,11103,BJ-AD-AE-AA,BJ-AD-AE-AA,本市绿色金融体系政策文件,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""文件名称"":""关于构建北京市绿色金融体系的实施意见"",""发布时间"":""2022-03-15""},{""文件名称"":""北京市绿色金融发展行动计划(2024-2026年)"",""发布时间"":""2025-09-22""}]",关于构建北京市绿色金融体系的实施意见。发布时间；北京市绿色金融发展行动计划(2024-2026年)。发布时间,,2026-06-05 18:33:50,2026-08-06 12:16:05,2021-01-01 00:00:00,0,0,2,政务管理,政务核心类,银行保险处（金融机构服务处）,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
28,GOV_DATA,数字资源-政府侧数据,11102,BJ-AC-AP-AA,BJ-AC-AP-AA,开展京澳金融领域交流合作的情况,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""合作项目名称"":""京澳金融合作洽谈会"",""时间"":""2022-03-15"",""实施情况"":""项目已顺利实施，双方签署合作备忘录，建立常态化交流机制""},{""合作项目名称"":""京澳特色金融合作交流会"",""时间"":""2025-09-22"",""实施情况"":""项目持续推进中，已举办两次对接活动，达成多项合作意向""}]",京澳金融合作洽谈会。时间。项目已顺利实施，双方签署合作备忘录，建立常态化交流机制；京澳特色金融合作交流会。时间。项目持续推进中，已举办两次对接活动，达成多项合作意向,,2026-06-05 18:33:50,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,财税金融,经济发展类,金融发展协调处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
29,GOV_DATA,数字资源-政府侧数据,11101,BJ-AG-BD-AA,BJ-AG-BD-AA,融资担保公司股东变更备案文件,中共北京市委金融委员会办公室,DATA,无条件共享,否,"[{""文件名"":""关于北京首创融资担保有限公司股东变更的备案通知"",""发布日期"":""2022-03-15"",""文件文本"":""根据《北京市地方金融监督管理条例》及相关规定，对变更事项予以备案。""},{""文件名"":""关于北京中关村科技融资担保有限公司股东变更的备案通知"",""发布日期"":""2025-09-22"",""文件文本"":""经审核，变更事项符合相关法律法规规定，予以备案登记。""}]",关于北京首创融资担保有限公司股东变更的备案通知。发布日期。根据《北京市地方金融监督管理条例》及相关规定，对变更事项予以备案。；关于北京中关村科技融资担保有限公司股东变更的备案通知。发布日期。经审核，变更事项符合相关法律法规规定，予以备案登记。,,2026-06-05 18:33:50,2026-08-04 17:09:31,2022-12-01 00:00:00,0,0,1,政务管理,政务核心类,地方金融机构监管一处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
30,GOV_DATA,数字资源-政府侧数据,11100,BJ-AJ-BL-AA,BJ-AJ-BL-AA,行政许可信用公示信息（监管三处）,中共北京市委金融委员会办公室,DATA,有条件共享,否,"[{""行政许可决定文书名称"":""准予融资担保业务经营许可决定书"",""有效期至"":""2025-12-31"",""有效期自"":""2023-01-01"",""数据来源单位统一社会信用代码"":""91110102MA0123456X"",""数据来源单位"":""中共北京市委金融委员会办公室"",""当前状态"":""有效"",""许可机关统一社会信用代码"":""91110102MA0123456X"",""许可类别"":""普通许可"",""许可机关"":""北京市地方金融监督管理局"",""许可决定日期"":""2022-03-15"",""许可内容"":""准予开展融资担保业务，业务范围包括贷款担保、票据承兑担保等"",""行政许可决定文书号"":""京金融许〔2024〕001号"",""法定代表人"":""张伟"",""行政相对人代码_1(统一社会信用代码)"":""91110102MA0123456X"",""行政相对人类别"":""法人及非法人组织"",""行政相对人名称"":""北京中小企业信用再担保有限公司""},{""行政许可决定文书名称"":""准予小额贷款业务经营许可决定书"",""有效期至"":""2026-12-31"",""有效期自"":""2024-06-01"",""数据来源单位统一社会信用代码"":""91110105MA0654321X"",""数据来源单位"":""北京市地方金融监督管理局"",""当前状态"":""已变更"",""许可机关统一社会信用代码"":""91110105MA0654321X"",""许可类别"":""特许许可"",""许可机关"":""中共北京市委金融委员会办公室"",""许可决定日期"":""2025-09-22"",""许可内容"":""准予开展小额贷款业务，在批准的区域内发放小额贷款"",""行政许可决定文书号"":""京金融许〔2025〕002号"",""法定代表人"":""郑凯"",""行政相对人代码_1(统一社会信用代码)"":""91110105MA0654321X"",""行政相对人类别"":""个体工商户"",""行政相对人名称"":""北京大兴小微企业小额贷款有限公司""}]",准予融资担保业务经营许可决定书。有效期至。有效期自。91110102MA0123456X。中共北京市委金融委员会办公室。有效。91110102MA0123456X。普通许可。北京市地方金融监督管理局。许可决定日期。准予开展融资担保业务，业务范围包括贷款担保、票据承兑担保等。京金融许〔2024〕001号。张伟。91110102MA0123456X。法人及非法人组织。北京中小企业信用再担保有限公司；准予小额贷款业务经营许可决定书。有效期至。有效期自。91110105MA0654321X。北京市地方金融监督管理局。已变更。91110105MA0654321X。特许许可。中共北京市委金融委员会办公室。许可决定日期。准予开展小额贷款业务，在批准的区域内发放小额贷款。京金融许〔2025〕002号。郑凯。91110105MA0654321X。个体工商户。北京大兴小微企业小额贷款有限公司,,2026-06-05 18:33:50,2026-08-24 23:10:17,2021-01-01 00:00:00,0,0,5,市场监管,安全监管类,地方金融机构监管三处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
