序号,接口表名,数据类别,id,biz_unique_id,catalog_id,catalog_name,component_name,provider,component_desc,component_version,process_type,create_time,update_time,data_time,del_status,valid_status,visit_count,favorited,deploy_url,来源接口
126,COMPONENT_RESOURCE,创新服务-组件资源,4,1295,"2,900,999,","其他,",hygon dcu operator,CECLOUD,hygon dcu operator 用于部署 dcu 相关组件。,5.3.0-1617,1,2026-06-05 18:34:09,2026-09-01 20:21:33,2025-04-15 14:17:41,0,0,2,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
127,COMPONENT_RESOURCE,创新服务-组件资源,5,1247,"2,900,999,","其他,",AIDP Operator,CECLOUD,AIDP Operator，简称AISpace，为用户提供开发机、模型训练、推理服务以及行业大模型的工作流能力，是具备基础设施、用户作业运维和监控的一体化智能开发平台。,5.3.0-1617,1,2026-06-05 18:34:09,2026-08-30 02:55:40,2025-04-15 14:17:08,0,0,3,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
128,COMPONENT_RESOURCE,创新服务-组件资源,6,1296,"2,900,999,","其他,",天数 GPU Operator,CECLOUD,天数 GPU Operator 使用 Kubernetes 中的 Operator 框架来自动管理预置 GPU 所需的组件。这些组件包括天数驱动程序、适用于 GPU 的 Kubernetes 设备插件、基于 GFD 的自动节点标记以及 GPU 监控。,5.3.0-1617,1,2026-06-05 18:34:09,2026-08-29 05:21:33,2025-04-15 14:16:58,0,0,2,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
129,COMPONENT_RESOURCE,创新服务-组件资源,7,1298,"2,900,999,","其他,",NVIDIA Network Operator,NVIDIA,NVIDIA Network Operator,5.3.0-1617,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-04-15 14:16:31,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
130,COMPONENT_RESOURCE,创新服务-组件资源,8,1297,"2,900,999,","其他,",NVIDIA GPU Operator,CECLOUD,NVIDIA GPU Operator 使用 Kubernetes 中的 Operator 框架来自动管理预置 GPU 所需的所有 NVIDIA 组件。这些组件包括 NVIDIA 驱动程序（用于启用 CUDA）、 适用于 GPU 的 Kubernetes 设备插件、 NVIDIA 容器工具包、 基于 GFD 的自动节点标记、 基于 DCGM 的监控等。,5.3.0-1617,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-04-15 14:06:05,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
131,COMPONENT_RESOURCE,创新服务-组件资源,75,1290,"2,700,701,","微服务工具与平台,",lightweightdatadevplat,telecom,轻量级数据开发平台是面向数据开发人员提供可视化的流程编排和分布式的调度机制，集成配置，开>发，监控于一体的一站式开发环境，实现在数据仓库建设、大数据迁移、容灾备份，数据要素融合汇聚，数据产品开发加>工，数据服务封装等场景，发现挖掘数据潜在价值，助力企业实现数据”可见、可算、可用“的数字化转型。,3.1.8,1,2026-06-05 18:34:10,2026-07-08 02:01:03,2025-04-08 21:43:44,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
132,COMPONENT_RESOURCE,创新服务-组件资源,43,1288,"2,1200,1203,","办公协同,",京通,北京市大数据中心,全市统一公众服务平台，面向个人及法人用户，全面汇聚北京移动端政务、公共服务，实现线上线下联动的一体化统一服务，提供直达个人和企业的移动端服务。,0.1.1,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-03-14 19:12:46,0,0,2,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
133,COMPONENT_RESOURCE,创新服务-组件资源,22,1294,"2,1200,1206,","身份管理,",一库-自然人统一身份认证系统,北京市大数据中心,系统主要是为接入业务系统提供统一身份认证以及单点登录功能。 系统为微缩部署，主要用来支撑各个业务系统联调测试接口。 ,0.0.1,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-03-14 19:03:06,0,0,0,false,https://portal.bjt.beijing.gov.cn,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
134,COMPONENT_RESOURCE,创新服务-组件资源,79,1378,"2,600,603,","数据应用与可视化,",北京市政务地理空间共享服务平台,北京市大数据中心,北京市政务地理空间共享服务平台，基于政务外网面向政府部门提供政务电子地图、遥感影像、政务信息图层、地名地址、三维模型等地理空间数据及其功能服务。 ,6.0.0,1,2026-06-05 18:34:10,2026-07-08 02:01:03,2025-03-14 19:02:54,0,0,0,false,http://219.232.219.243,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
135,COMPONENT_RESOURCE,创新服务-组件资源,102,1292,"2,600,604,","数据开发与服务,",感知管理服务平台,北京市大数据中心,算法服务，算力服务，算法解析服务,1.0.0,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-03-14 19:02:41,0,0,0,false,http://172.25.173.47,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
136,COMPONENT_RESOURCE,创新服务-组件资源,45,1289,"2,1200,1203,","办公协同,",京智,北京市大数据中心,工具简介： “京智”即北京市决策应用综合服务平台，由市政务和数据局负责统一搭建共性基础平台能力和决策数据资源池，通过整合接入各级决策服务专题应用、数据资源及业务系统等，统筹面向各级政府部门提供统一入口、权威数源、分级分类的数字决策服务，旨在持续提升各级部门“数治”能力和“数商”水平，牵引实现各级决策“一网慧治”。 工具功能： “京智”统筹搭建“前台应用、中台资源、后台能力”三个部分，即： （1）“前台”打造智慧决策“工作台”，聚焦各级领导工作场景，推动各领域、区域综合性决策服务专题应用建设，依托“京智”聚合全市域场景服务； （2）“中台”搭建统一决策“资源池”，汇聚全市决策数据资源，建立城市运行监测及决策分析指标体系，为各级决策服务专题应用建设提供高效配置和高质供给； （3）“后台”构筑共性基础“能力栈”，依托智慧城市基础设施搭建“京智”数字底座，为各级决策服务专题应用提供技术支撑、运行管理和用户服务等共性能力。 ,1.0.0,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-03-14 19:02:28,0,0,0,false,http://172.25.173.22/jznp,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
137,COMPONENT_RESOURCE,创新服务-组件资源,44,1287,"2,1200,1203,","办公协同,",京办,北京市大数据中心,京办作为全市基础平台，提供包括即时通讯、协同文档、任务、日程等核心功能，支撑我市四级联动应用，提高政务办公效率。平台部署在政务云环境，仅处理非涉密信息。,2.3.4,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-03-14 19:02:01,0,0,0,false,https://jzb.beijing.gov.cn/,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
138,COMPONENT_RESOURCE,创新服务-组件资源,21,1286,"2,1200,1206,","身份管理,",一库-法人统一身份认证系统,北京市大数据中心,为业务系统体统统一的登录认证接口,1.0.0,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-03-14 19:01:48,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
139,COMPONENT_RESOURCE,创新服务-组件资源,82,1284,"2,800,801,","自然语言处理,",大数据平台-数据挖掘工具,北京市大数据中心,提供丰富的统计方法和图形分析，包括：标准差、方差、标准误差、四分位数、偏度、峰度、变异系数、未校正平方和、T统计量、P值、盒形图、直方图、热图、相关性矩阵等。 提供多种无监督和有监督学习算法应用于结构化和非结构化数据，如聚类、主成分分析、线性和非线性回归、逻辑回归、分位数回归、决策树、随机森林、梯度提升、神经网络、支持向量机、因子分解机，并支持利用图论和网络分析算法扩充数据挖掘和机器学习方法，上述数据挖掘与机器学习能力都必须能够通过界面拖拉拽的交互式界面进行模型创建。 ,1.0.0,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-03-14 19:01:18,0,0,0,false,https://219.232.219.247:8443/ucbb/static/login,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
140,COMPONENT_RESOURCE,创新服务-组件资源,83,1283,"2,800,801,","自然语言处理,",大数据平台-可视化工具,北京市大数据中心,可视化工具是一个集设计、分析、运行于一体的数据可视化设计及展示平台，产品以可视化设计器为核心，提供基于数据可视化展示的多组件配置、拖拽式自定义排版，可零基础设计出各类交互式数据看板、数据大屏、pad等多元化、炫酷的数据可视化页面，直观的展现个性化视角，全方位支持领导决策、各专业领域及业务数据的展示。 ,1.0.0,1,2026-06-05 18:34:11,2026-09-02 16:21:41,2025-03-14 19:01:05,0,0,1,false,http://219.232.219.241:8080/webroot/decision/,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
141,COMPONENT_RESOURCE,创新服务-组件资源,23,1276,"2,1200,1206,","身份管理,",一库-电子证照系统,北京市大数据中心,系统主要是为全市各部门业务系统提供电子证照制作、汇聚和共享服务。 系统为微缩部署，主要用来支撑各个业务系统联调测试接口。 ,0.0.1,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-03-14 18:59:24,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
142,COMPONENT_RESOURCE,创新服务-组件资源,20,1275,"2,1200,1206,","身份管理,",一库-电子签章系统,北京市大数据中心,模拟业务侧的电子签章前置网关，为业务系统提供签章、验章功能,1.0.0,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-03-14 18:59:05,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
143,COMPONENT_RESOURCE,创新服务-组件资源,103,1272,"2,600,604,","数据开发与服务,",北京城市码服务平台,北京市大数据中心,为全市提供二维码发码和验码的共性服务能力,2.0.0,2,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-03-14 18:58:45,0,0,0,false,https://csm.jxj.beijing.gov.cn,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
144,COMPONENT_RESOURCE,创新服务-组件资源,104,1271,"2,600,604,","数据开发与服务,",大数据平台-隐私保护计算工具,北京市大数据中心,BM：业务层组件 WM：算力层组件 ,4.39.0,9,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-03-14 18:57:15,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
145,COMPONENT_RESOURCE,创新服务-组件资源,69,1277,"2,100,107,","存储,",edpa,Bitnami,数据治理应用通过统一的数据标准、流程和策略，确保企业数据的准确性、一致性和安全性。它涵盖数据质量管理、元数据管理、主数据管理等功能，帮>助企业提升数据价值，支持合规性要求，优化决策流程，降低运营风险，并推动数据驱动的业务创新。,0.1.0,2,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-03-14 14:47:43,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
146,COMPONENT_RESOURCE,创新服务-组件资源,76,1273,"2,700,701,","微服务工具与平台,",dcp,Bitnami,模型开发应用是数据科学和机器学习的核心工具，支持从数据预处理、特征工程到模型训练、评估和部署的全流程。通过可视化界面或代码编程，用户可>快速构建、优化和验证预测模型，提升算法性能，满足业务需求，助力企业实现智能化决策与创新。,1.0.0,1,2026-06-05 18:34:10,2026-07-08 02:01:03,2025-03-14 14:37:18,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
147,COMPONENT_RESOURCE,创新服务-组件资源,28,1274,"2,1100,1104,","过程管理,",云码工场(DevSpace),CECLOUD,云码工场（DevSpace）是基于云原生技术自研，专为政府、大型央国企及关键行业客户打造的，具备需求域、开发域、测试域和运营域能力于一体的国产化研发运维一体化平台。,3.3.1,1,2026-06-05 18:34:09,2026-09-02 16:26:24,2025-02-09 10:19:15,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
148,COMPONENT_RESOURCE,创新服务-组件资源,9,1304,"2,900,999,","其他,",云原生可观测平台,CECLOUD,"云原生可观测平台是一款端到端的，针对分布式应用服务的监控、跟踪、预警的综合服务。以代码零侵入、全链路跟踪、端到端关联分析、业务监控、根因分析为主要特色，提供海量并发的秒级实时图表监控与告警，为企业构建一套运维管理指标体系，帮助企业运维部门形成高效的工作流，提升日常运维工作的效率, 减轻运维工作对人工和经验的依赖。",5.3.0-1606,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-02-08 09:28:41,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
149,COMPONENT_RESOURCE,创新服务-组件资源,10,1307,"2,900,999,","其他,",消息服务 Kafka,CECLOUD,消息服务Kafka（Message Queue Kafka）是一个高吞吐、高可用、全托管的消息中间件服务。适用于日志收集、监控数据聚合、流式数据集成等场景，具有大规模、高可用、高并发访问等特性。,5.3.0-1606,1,2026-06-05 18:34:09,2026-08-28 02:35:24,2025-02-08 09:28:08,0,0,19,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
150,COMPONENT_RESOURCE,创新服务-组件资源,11,1301,"2,900,999,","其他,",云原生低代码平台 (Codeless),lcp-product-operator,云原生低代码平台是为行业客户、合作伙伴和开发者量身打造的低代码应用开发平台，全栈适配国产化信创环境。通过图形化的用户界面，使用拖拽组件和模型驱动的逻辑创建网页和移动应用程序。同时，云原生低代码平台提供全场景可视化开发能力和端到端部署能力，可快速搭建行业和大型企业级应用并沉淀复用行业资产，加速行业数字化。,5.3.0-1606,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-02-08 09:27:36,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
151,COMPONENT_RESOURCE,创新服务-组件资源,12,1300,"2,900,999,","其他,",API网关(APIM),CECLOUD,API网关（API Management）为企业和开发者提供的高性能、高可用、高安全的网关服务，融合安全、负载均衡、流量控制、运维等多项能力，并提供API全生命周期管理能力，协助用户轻松完成API设计、API实现、API管理、API消费、API观测，同时通过API中心连接API生产、API开放和API消费，支持应用开发者在API中心快速查找所需API并进行应用开发和集成，端到端从源头到资产实现企业规范化管理，帮助企业持续构建高质量的API服务。,5.3.0-1606,1,2026-06-05 18:34:09,2026-08-31 12:40:34,2025-02-08 09:27:26,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
152,COMPONENT_RESOURCE,创新服务-组件资源,13,1308,"2,900,999,","其他,",消息服务 RabbitMQ,CECLOUD,消息服务RabbitMQ是一款具备高并发、分布式、灵活扩缩容的分布式消息产品，兼容开源RabbitMQ，为您提供即开即用、消息特性丰富、灵活路由、高可用、可观测等特性，保证消息系统的稳定运行。,5.3.0-1606,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-02-08 09:26:57,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
153,COMPONENT_RESOURCE,创新服务-组件资源,14,1309,"2,900,999,","其他,",消息服务 RocketMQ,CECLOUD,Rocketmq是一款低延迟、高性能、高可靠、高吞吐、可动态扩展的分布式消息中间件，广泛应用于分布式系统或组件之间的消息通讯；兼容开源RocketMQ客户端，支持普通、顺序、延迟及定时、事务多种类型消息，且具备消息重投、死信队列、消息查询及便捷全面的运维及观测能力。,5.3.0-1606,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-02-08 09:26:38,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
154,COMPONENT_RESOURCE,创新服务-组件资源,15,1303,"2,900,999,","其他,",应用与数据集成平台(Connect),CECLOUD,应用与数据集成平台（Connect）聚焦应用与数据连接，提供应用和数据集成能力。通过无代码或低代码的方式，快速搭建系统集成模型，实现各系统间的资源整合、数据编排和传递、业务衔接等功能，满足企业轻量级、全方位、高灵活度的一体化系统集成需求，有效降低了企业系统集成难度并缩短了企业系统集成的周期。集成平台还提供丰富应用管理和运维能力，可视化监控和日志界面进一步帮助用户降低了运维成本，为企业提供开发、调试、发布、运维一体化的集成解决方案，大幅提高实施人员的集成效率、降低集成任务的后期运维成本。,5.3.0-1606,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-02-08 09:26:21,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
155,COMPONENT_RESOURCE,创新服务-组件资源,16,1305,"2,900,999,","其他,",云原生微服务平台 (CSP),CECLOUD,云原生微服务平台是应用托管和微服务治理一体化PaaS平台，提供应用生命周期管理、服务观测、服务治理、服务网格、分布式事务、分布式任务调度等全栈开发与管理能力。同时支持Spring cloud、Dubbo微服务框架，助力企业客户打造大规模高可用的分布式系统架构，实现业务、产品的快速落地。,5.3.0-1606,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-02-08 09:21:50,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
156,COMPONENT_RESOURCE,创新服务-组件资源,17,1306,"2,900,999,","其他,",PaaS Framework,中电云计算技术有限公司,PaaS产品的基础运行时框架。适用于CSP、Kafka、RocketMQ、RabbitMQ、COS、CLS、CLCP、Connect、APIM等PaaS产品。,5.3.0-1606,1,2026-06-05 18:34:09,2026-08-04 16:00:47,2025-02-08 09:17:30,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
157,COMPONENT_RESOURCE,创新服务-组件资源,18,1302,"2,900,999,","其他,",日志服务 CLS,CECLOUD,日志服务（Log Service）是一站式日志管理平台，支持日志的采集、存储、加工、查询与分析、投递与消费、可视化、告警等多类功能，助力运维管理、日志审计、运营分析等多场景效率提升。,5.3.0-1606,1,2026-06-05 18:34:09,2026-07-08 02:01:01,2025-02-08 09:06:56,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
158,COMPONENT_RESOURCE,创新服务-组件资源,1,1269,"2,100,110,","开发测试,",云码工场(DevSpace),CECLOUD,云码工场（DevSpace）是基于云原生技术自研，专为政府、大型央国企及关键行业客户打造的，具备需求域、开发域、测试域和运营域能力于一体的国产化研发运维一体化平台。,5.3.0-1601,1,2026-06-05 18:34:09,2026-08-31 22:11:04,2025-02-07 22:07:13,0,0,19,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
159,COMPONENT_RESOURCE,创新服务-组件资源,46,1256,"2,100,103,","Serverless,",云数据库 GreatDB,CECLOUD,云数据库 GreatDB为客户提供简单易用、高性能、高可用、高安全的交易型数据库服务。兼容MySQL协议，架构成熟稳定，适用于各种规模的应用程序和工作负载。它提供了高可用性、弹性伸缩、自动化管理和安全性等功能，使用户能够专注于应用程序的开发和业务需求。,5.3.0-1601,1,2026-06-05 18:34:10,2026-07-09 16:06:16,2025-02-07 21:32:56,0,0,2,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
160,COMPONENT_RESOURCE,创新服务-组件资源,47,1311,"2,100,103,","Serverless,",云数据库 PostgreSQL,CECLOUD,"RDS PostgreSQL 提供了完备的高可用云数据库托管服务。PostgreSQL是一个功能丰富的开源关系型数据库管理系统，它具有可扩展性、可靠性和广泛的功能集,为用户提供了更多的差异化功能。",5.3.0-1601,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-02-07 21:32:51,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
161,COMPONENT_RESOURCE,创新服务-组件资源,48,1310,"2,100,103,","Serverless,",云数据仓库 CeaSQL DW,CECLOUD,云数据仓库 CeaSQL DW 是一款水平扩展MPP架构数据仓库，提供高性能、高可用、高扩展的数据分析服务。简单易用、海量扩展、支持SQL查询和ACID事务，适合处理需要复杂SQL查询和事务处理的大规模数据分析场景，可快速构筑企业在线数据仓库。,5.3.0-1601,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-02-07 21:32:20,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
162,COMPONENT_RESOURCE,创新服务-组件资源,51,1248,"2,100,103,","Serverless,",云分布式数据库 CeaSQL TX,CECLOUD,云分布式数据库 CeaSQL TX 是一款用于部署、扩展和管理大型 MySQL 实例集群的数据库解决方案。,5.3.0-1601,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-02-07 21:32:01,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
163,COMPONENT_RESOURCE,创新服务-组件资源,50,1260,"2,100,103,","Serverless,",云数据库 MySQL,CECLOUD,RDS MySQL为客户提供简单易用、高性能、高可用、高安全的交易型数据库服务。基于最受欢迎的开源关系型数据库MySQL内核，架构成熟稳定，适用于各种规模的应用程序和工作负载。它提供了高可用性、弹性伸缩、自动化管理和安全性等功能，使用户能够专注于应用程序的开发和业务需求。,5.3.0-1601,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-02-07 21:32:01,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
164,COMPONENT_RESOURCE,创新服务-组件资源,49,1267,"2,100,103,","Serverless,",云数据库 Redis,CECLOUD,云数据库 redis 用作数据库、缓存、消息代理和流引擎。Redis 支持多种 value 类型数据结构，例如 字符串、链表、集合、有序集合、带范围查询的有序集合、位图、超级日志、地理空间索引和流。Redis 内置复制、Lua 脚本、LRU 驱逐、事务和不同级别的磁盘持久化，并通过Redis Sentinel和Redis Cluster自动分区提供高可用性。,5.3.0-1601,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-02-07 21:32:01,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
165,COMPONENT_RESOURCE,创新服务-组件资源,52,1251,"2,100,103,","Serverless,",数据库运维控制台 DBPaaS,"Zhongdian Cloud Computing Technology Co., Ltd",数据库运维控制台 DBPaaS，为数据库产品提供了统一的运维服务，其功能包括资源的监控，告警，产品规格和定价管理，资源管理等。,5.3.0-1601,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-02-07 21:31:56,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
166,COMPONENT_RESOURCE,创新服务-组件资源,53,1268,"2,100,103,","Serverless,",云数据仓库 CeaSQL CK,CECLOUD,"云数据库CeaSQL CK是一款用于部署、扩展和管理大型Clickhouse实例集群的数据库解决方案, 主要提供实例管理、库表管理、账号管理、配置变更管理、VPC私有网络、实例监控、高可用、备份恢复等功能。",5.3.0-1601,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-02-07 21:26:59,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
167,COMPONENT_RESOURCE,创新服务-组件资源,54,1250,"2,100,103,","Serverless,",数据库云管(DBOps),CECLOUD,数据库云管为数据库产品提供统一的租户运营控制台，它是数据库产品对外的统一封装界面和统一API接入途径。数据库云管提供全方位的云资源供给、运维和运营管理能力，具备一体化管控、自动化运维、智能化分析及个性化扩展的能力。,5.3.0-1601,1,2026-06-05 18:34:10,2026-07-08 02:01:02,2025-02-07 21:22:45,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
168,COMPONENT_RESOURCE,创新服务-组件资源,84,1258,"2,100,109,","大数据,",云大数据服务 CeaInsight HIVE,CECLOUD,"云大数据服务 CeaInsight HIVE 是一款用于部署、扩展和管理Hadoop数仓的大数据云上解决方案, 主要提供数仓管理、配置变更管理、VPC私有网络、高可用等功能。",5.3.0-1601,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-02-07 21:10:48,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
169,COMPONENT_RESOURCE,创新服务-组件资源,85,1253,"2,100,109,","大数据,",云大数据服务(CIK),CECLOUD,全新构建大数据平台的方式，将开源大数据服务部署在云原生平台之上，利用云原生平台在服务部署和容器应用管理的优势，减少对底层集群资源的运维成本，以便于更加专注大数据任务,5.3.0-1601,1,2026-06-05 18:34:11,2026-08-04 16:05:31,2025-02-07 21:10:43,0,0,1,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
170,COMPONENT_RESOURCE,创新服务-组件资源,87,1254,"2,100,109,","大数据,",云检索分析服务(ES),CECLOUD,检索分析服务（ElasticSearch，简称ES）是基于开源搜索引擎ElasticSearch打造的高可用、可伸缩的云端全托管的 ElasticSearch 服务，集成了安全、SQL、告警、监控等高级特性。,5.3.0-1601,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-02-07 21:10:24,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
171,COMPONENT_RESOURCE,创新服务-组件资源,86,1263,"2,100,109,","大数据,",云大数据服务 CeaInsight SPARK,CECLOUD,云大数据服务 CeaInsight SPARK 是用于大规模数据分析的统一引擎。,5.3.0-1601,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-02-07 21:10:24,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
172,COMPONENT_RESOURCE,创新服务-组件资源,88,1262,"2,100,109,","大数据,",云大数据服务 CeaInsight RANGER,CECLOUD,云大数据服务 CeaInsight RANGER 是一个Hadoop生态中启用、监控和管理全方位数据安全的框架,5.3.0-1601,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-02-07 21:10:13,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
173,COMPONENT_RESOURCE,创新服务-组件资源,89,1261,"2,100,109,","大数据,",云大数据服务 CeaInsight OPENLDAP,CECLOUD,云大数据服务 CeaInsight OPENLDAP 是LDAP（轻量目录访问协议，Lightweight Directory Access Protocol）的一个自由和开源的实现。,5.3.0-1601,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-02-07 21:10:12,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
174,COMPONENT_RESOURCE,创新服务-组件资源,90,1259,"2,100,109,","大数据,",云大数据服务 CeaInsight KERBEROS,CECLOUD,"云大数据服务 CeaInsight KERBEROS 是一款用于云上Hadoop集群的大数据安全解决方案, 它作为一种可信任的第三方认证服务，通过对称加密的方式执行认证服务,为客户端、服务端的应用程序提供强大的、严谨的认证服务。",5.3.0-1601,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-02-07 21:09:50,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
175,COMPONENT_RESOURCE,创新服务-组件资源,91,1264,"2,100,109,","大数据,",云大数据服务 CeaInsight TRINO,CECLOUD,云大数据服务 CeaInsight TRINO 是一款高性能分布式查询服务。Trino 提供了一种简化、灵活的方法来分析PB级数据，支持多种数据源联邦查询。,5.3.0-1601,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-02-07 21:09:49,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
176,COMPONENT_RESOURCE,创新服务-组件资源,92,1257,"2,100,109,","大数据,",云大数据服务 CeaInsight HDFS,CECLOUD,"云大数据服务 CeaInsight HDFS 是一款用于部署、扩展和管理大型HDFS实例集群的大数据云上解决方案, 主要提供集群管理、配置变更管理、VPC私有网络、集群监控、高可用等功能。",5.3.0-1601,1,2026-06-05 18:34:11,2026-07-08 02:01:03,2025-02-07 21:09:35,0,0,0,false,,https://dibj.cn/portal/api/common/calling/page?tableCode=COMPONENT_RESOURCE
